Sno,Title,Date,User,text
1495,Kuzu no Honkai,2022-12-28,-1-Tree-1-,"I don’t think I’ve ever been more uncomfortable, disgusted, and very intrigued while watching an anime in my life, but this sure made me feel all those things. The music"
1496,Violet Evergarden,2022-12-28,YoAdi,"“Violet Evergarden” beautifully and near-perfectly focuses on the themes of war, loss, love, self discovery, kindness and the importance of letters. Each episode is a non-exaggerated emotional journey for the"
1497,Mimi wo Sumaseba,2022-12-28,YoAdi,"'Whisper of the Heart' is a down-to-earth, lovely and heartwarming story about pure love between two adolescent teenagers. The characters are well-written and likeable. The background score is incredibly suited"
1403,Bocchi the Rock!,2022-12-29,Icantgiveafuck,BEST SHOW I'VE SEEN IN A LONG TIME This is the anime that broke me with great music and a relatable social anxiety driven protagonist (literally me) and I can't
1404,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,2022-12-29,murut87,"\"Zero-to-tiny Spoilers, my thoughts of watching whole Part 1-6 From \"\"I just watch JoJo for a memes and comedy\"\" to \"\"Damn"
1405,Bocchi the Rock!,2022-12-29,y8man,"The introversion is overplayed. Initially, it's what I would have liked to say. The more I think about it, that's part of the point. Bocchi the Rock! is a very"
1406,Chainsaw Man,2022-12-29,DeadAngel14,"~~ This isn't going to be a review, but an appreciation message to an adaptation that I am so in love with. One that elevates the source material and makes"
1407,Spy x Family,2022-12-29,RebelPanda,"\"Spy x Family is an oddball tonal mashup that blends the action-packed and high-stakes world of spies with a heartwarming, family-friendly comedy. Loid Forger, codename \"\"Twilight\"\" is possibly the greatest\""
1408,Gin no Saji 2nd Season,2022-12-29,Klegs,Gin on saji takes a solid slice of life about an interesting world that the author has been well immersed in. You can definitely see it with how much knowledge
1409,Chainsaw Man,2022-12-29,Ice0105,This review will be on the shorter side as there are many things to unpack and discuss that may spoil future moments in the series and take away from the
1410,Kidou Senshi Gundam: Dai 08 MS Shoutai,2022-12-29,player_me,I’m not a huge Gundam dan in general. I thought ironblooded orphans was fantastic but some of the older series seem to lose their purpose on me. Despite that I
1411,Nanatsu no Taizai: Ensa no Edinburgh,2022-12-29,JL_Kryonix,"My Thoughts? I really enjoyed Grudge of Edinburgh, much more so than I enjoyed Cursed by Light. But I think a big component of my enjoyment (outside of the solid"
1412,Akagami no Shirayuki-hime 2nd Season,2022-12-29,frostiepie,"I love this show (both seasons) because of it's emphasis on independence and forging your own path. When I started watching I was expecting a very cookie cutter romance anime,"
1413,Minami-ke,2022-12-29,sirnothing,Minami-ke is a solid wholesome slice-of-life/gag comedy. CHARACTERS = 9/10 The characters for the three sisters are well thought-out. At first it seems like they might be pretty easily stereotyped
1414,Renai Flops,2022-12-29,jvatycom,"Renai Flops is the ultimate romantic comedy. Well, maybe the second best. But it's close. Many romantic comedies get too caught up in the story, and forget that anime is"
1415,Marudase Kintarou,2022-12-29,Antoniosilva,"Hey everyone,i'm writing this review after watching this show for the 3rd time today because that's how mindblowing it is,first of all i think it's necessary to state that i,a"
1416,No Game No Life: Zero,2022-12-29,whatsosticky,"I liked NGNL. I LOVED this. Whereas I think the original got a bit confusing and convoluted, this was just straightforward storytelling and masterfully so at that. The visuals really"
1417,Chainsaw Man,2022-12-29,Kirvan,"I liked manga better, but anime still good though. Some jokes, some transitions, and some fore-shadowing is completely fumbled in the translation of medium. Sure different mediums of the same"
1418,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2022-12-29,Has911,"Considering I've very little interest in the romance category of anime, I didn't expect this anime to be enjoyable, personally. But as I kept watching, I really did start to"
1419,Kage no Jitsuryokusha ni Naritakute!,2022-12-29,TaktDestiny,"\"I remember when I watched the first episode, it did not leave a good impression at all and I immediately dropped it. A week later, I told myself,\"\"Hey"
1420,Densetsu no Yuusha da Garn,2022-12-29,CharlyCardGames,"Finished watching The Brave Fighter of Legend Da-Garn(8/10). I didn't like it quite as much as GaoGaiGar but it had a much better balance betweeen action, story and characters with"
1421,Bleach: Sennen Kessen-hen,2022-12-29,WitchoftheSouth,"Bleach is back, and I couldn't be happier. I had previously watched some anime, but Bleach sparked my interest in both anime and Japanese culture back around 2011/2012. That's why"
1422,Renai Flops,2022-12-29,Best-Waifu,Renai Flops / Love Flops is an interesting take on the Harem genre and in a way the Isekai genre (Like Sword Art Online did when it debuted). Some will
1423,Mob Psycho 100 III,2022-12-29,Emptymap,"An amazing conclusion to an amazing anime. Mob Psycho 100 is nothing short of a modern masterpiece, and a huge step in the right direction for the anime industry. The"
1424,Bocchi the Rock!,2022-12-29,rawrxduwurra,"CHAINSAW MAN ROCKS BUT BOCCHI ROCKS HARDER! This anime has to be the pinnacle of this season, if not, THE PINNACLE OF THIS YEAR. I know nothing about rock bands."
1425,Shaonian Ge Xing,2022-12-29,Stripey,"Have you ever drove towards a mountain range only to discover that the individuals peaks are actually distinct mountains, separated by large distances? And that you were awestruck by the"
1426,Bocchi the Rock!,2022-12-29,DaveTerashima,"\"\"\"She's just like me fr\"\" - Everyone who relates to our main MC This show absolutely ran through the titans of this season and it got the attention it deserves.\""
1427,Kakegurui,2022-12-29,baxa,"\"\"\"KAKEGURUI\"\" Genre- School"
1428,Bleach: Sennen Kessen-hen,2022-12-29,gokussjss,"Final arc of bleach is finally here and its really great to have bleach back every week. Now it a slight darker tone, more blood. Animation is top tier. They"
1429,Bocchi the Rock!,2022-12-29,44toadrage,what happens when your an introverted guitar player that joins a band. you get Bocchi the Rock. honestly this show is amazing. and the fact they went from the 4panel
1430,Fate/stay night: Unlimited Blade Works,2022-12-29,soren48,"this is about a young boy who wishes to save everyone in his sight but at what cost? if you like a good balance between action, slice of life, romance"
1431,Spy x Family Part 2,2022-12-29,44toadrage,"Man, oh man the 2nd part of Spy Family. this show is one of the most anticipated shows of fall, as it should be. this show has so much in"
1432,"Fuufu Ijou, Koibito Miman.",2022-12-29,44toadrage,"The typical gyaru and our main character. This show on the surface looks like it wont be a terribly interesting show, but when you get a few episodes in you"
1433,Violet Evergarden,2022-12-29,shionahi,"\"“Everything is temporary. Emotion, thoughts, people, and scenery. Do not become attached, just flow with it.” \"\"You're going to learn a lot of things"
1434,Arifureta Shokugyou de Sekai Saikyou 2nd Season,2022-12-29,jagexes,"Great show to shut your brain off and watch and has plenty of badass scenes to hype you up. Better than most new isekai. However, the show is pretty frustrating"
1435,Blue Lock,2022-12-29,AML1704777,In my case this is anime peak sports it's better than haikyu but ace of diamond are still better. I like youchi isagi as character not my favourite is nagi
1436,"Ijiranaide, Nagatoro-san",2022-12-29,obiwancc,"Nagatoro is one of those series where I went into it with very low expectations, had them pretty much met in the first episode, then had them exceeded a good"
1437,Chainsaw Man,2022-12-29,Tr1st,This is a weird one. Not gonna start talking about the overabundance of expectations and the unreal hype people bought upon this show. Whether or not it delivered is not
1438,Chainsaw Man,2022-12-29,ArturiaP3ndrag0n,"tl;dr 10/10 It isn't overhyped, Tatsuki Fujimoto's Magnum Opus got the best adaption treatment ever. However, I'd still encourage everyone to read the manga. Anime of the Year 2022 Artistic"
1439,Pelican Road Club Caroucha,2022-12-29,Pedro_Iglesias,"This anime is about Jhonny a nerd boy, when have a secrety special, he like very mucth Crossroad.In the day, have a figure of a tennager very discipinate in the"
1440,Another,2022-12-29,oxygen0_0,"i've seen some questionable reveiws so i decided to write one. this was the frist creepy/horror anime i've ever watched and my goddness was it good , the environment is"
1441,JoJo no Kimyou na Bouken Part 6: Stone Ocean,2022-12-29,bahararbi,"Although I want to rate this anime much higher because I love Jojo, and part 6 isn't an exception, this adaptation feels kind of lacking, compared to the adaptions of"
1442,Mushikaburi-hime,2022-12-29,Maverynthia,A simple story of the awkward princess becoming betrothed to a prince and the trials and tribulations that happen as a result. It leans into politics a bit however it
1443,Log Horizon,2022-12-29,Yramen,"I enjoy the anime. I'm picky when it comes to choosing anime that I watch. When I don't like something, I don't watch them anymore. It doesn't mean that the"
1444,Romantic Killer,2022-12-29,VatsOfRats,Disclaimer: it’s not really a romance anime. It’s more like an anime that appreciates friendship which I like a lot more than romance anime so it was great for me.
1362,Bocchi the Rock!,2022-12-30,ADoseOfDhillon,Cynical anime veteran who ignores most new shows might see the newest show that made it to the top 50 of MAL thats come out since 2017 (as almost half
1363,Lesson XX,2022-12-30,paintbubble,Easily one of the cutest OVAs I’ve seen in a long time. It can be summed up pretty simply ; two high school boys at a boarding school fall in
1364,Sono Bisque Doll wa Koi wo Suru,2022-12-30,Amurei,"Sono Bisque Doll wa Koi wo Suru is a very cute, sweet, laid back romance. Both the characters of Gojo and Marin are well written and distinctive from other protags"
1365,Akiba Meido Sensou,2022-12-30,A1d0taku,My Favourite Gangster Anime hands down. The first episode was a BANGER (pun intended) and catches the attention quick. The episodes between then and about the half way point of
1366,Akagami no Shirayuki-hime,2022-12-30,arcturus_mal,One of the best romance anime out there. Has a sweet and calm environment and setting as well as some good action from time to time. The main character Shirayuki
1367,Spy x Family Part 2,2022-12-30,miposuki,"I posted a lengthier review of Episodes 1-12. These are just my quick thoughts on Episodes 13-25: While still thoroughly enjoyable, the second half of Spy x Family S1 is"
1368,Mahou Shoujo Madoka★Magica,2022-12-30,larryfromboston,"Everything about Madoka Magica is flawlessly done and is the only anime I can say is perfect. I've been watching anime off and on since 2006, and I only watched"
